City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,dunedin,-45.8742,170.5036,46.8,78,55,8.01,NZ,1707570453
364,essaouira,31.5125,-9.77,64.45,76,7,9.71,MA,1707570799
365,upata,8.0086,-62.3989,78.19,65,29,10.29,VE,1707570799
366,inhambane,-23.865,35.3833,87.94,55,100,12.53,MZ,1707570799
367,fortaleza,-3.7227,-38.5247,85.06,97,75,6.91,BR,1707570586
368,kapuskasing,49.4169,-82.4331,32.09,93,100,8.05,CA,1707570583
369,broome,42.2506,-75.833,48.58,88,20,8.05,US,1707570590
370,dubai,25.2582,55.3047,73.65,56,0,12.66,AE,1707570766
371,alesund,62.4723,6.1549,31.08,47,0,11.5,NO,1707570596
372,assab,13.0092,42.7394,82.42,65,8,28.68,ER,1707570800
373,fort bragg,35.139,-79.006,55.98,92,99,1.99,US,1707570635
374,wildwood,38.5828,-90.6629,39.24,76,0,6.91,US,1707570800
375,zeya,53.75,127.2667,-9.51,99,95,3.53,RU,1707570801
376,villa gesell,-37.2639,-56.973,73.06,96,100,20.6,AR,1707570582
377,peruibe,-24.32,-46.9983,87.03,63,48,2.48,BR,1707570801
378,zouerate,22.7187,-12.4521,79.3,40,98,11.41,MR,1707570639
379,zaraysk,54.7653,38.8836,6.58,88,22,3.8,RU,1707570801
380,jalpan,21.2333,-99.4833,62.69,51,100,2.48,MX,1707570801
381,tongchuanshi,35.0806,109.0897,35.2,57,0,5.14,CN,1707570801
382,poronaysk,49.2167,143.1167,0.36,98,100,4.29,RU,1707570558
383,luderitz,-26.6481,15.1594,64.17,81,48,35.81,NA,1707570613
384,polyarnyy,69.1989,33.4478,14.41,92,100,5.95,RU,1707570592
385,rovaniemi,66.5,25.7167,0.81,85,100,8.05,FI,1707570802
386,yulinshi,38.2906,109.7494,24.51,70,0,1.16,CN,1707570802
387,male,4.1748,73.5089,85.95,74,40,19.57,MV,1707570802
388,soio,-6.1349,12.3689,85.3,72,100,7.27,AO,1707570802
389,susuman,62.7833,148.1667,-29.02,100,100,1.01,RU,1707570586
390,tabuk,17.4189,121.4443,68.45,87,30,6.11,PH,1707570803
391,calabozo,8.9242,-67.4293,82.65,62,5,11.48,VE,1707570663
392,biloela,-24.4167,150.5,75.02,71,0,10.27,AU,1707570803
393,korla,41.7597,86.1469,36.54,45,5,8.12,CN,1707570584
394,labytnangi,66.6572,66.4183,-21.6,96,34,3.96,RU,1707570803
395,isfana,39.8386,69.5306,45.16,38,100,4.34,KG,1707570803
396,malango,-2.9627,119.9001,70.56,99,100,0.85,ID,1707570575
397,priob'ye,62.5206,65.5964,-9.4,96,93,12.08,RU,1707570804
398,chuzhou,32.3219,118.2978,46.24,90,100,5.7,CN,1707570804
399,myaydo,19.3667,95.2167,77.99,26,2,2.82,MM,1707570804
400,general villegas,-35.0328,-63.0125,73.42,86,72,5.5,AR,1707570562
401,kalemie,-5.9475,29.1947,79.54,79,76,7.58,CD,1707570804
402,ola,59.5833,151.2833,-15.41,76,98,6.11,RU,1707570569
403,florence,43.7667,11.25,55.24,95,75,10.0,IT,1707570804
404,urambo,-5.0667,32.05,80.53,66,94,4.56,TZ,1707570805
405,al wakrah,24.85,51.3333,71.69,44,100,7.54,QA,1707570805
406,kapa'a,22.0752,-159.319,70.12,87,100,5.75,US,1707570805
407,loukhi,66.0764,33.0381,14.74,96,100,2.01,RU,1707570805
408,international falls,48.6011,-93.411,13.14,85,100,10.36,US,1707570805
409,challapata,-18.9,-66.7667,56.08,48,58,2.28,BO,1707570805
410,itamaraca,-7.7478,-34.8256,87.85,64,69,12.77,BR,1707570806
411,bakanas,44.8081,76.2772,39.18,64,100,20.27,KZ,1707570806
412,chaman,30.9236,66.4512,55.94,27,0,4.14,PK,1707570806
413,arafat,21.3594,39.9664,76.84,63,99,10.85,SA,1707570806
414,bantogon,6.5333,124.0333,80.58,77,75,4.32,PH,1707570806
415,ujae,8.9322,165.7642,80.01,73,100,22.59,MH,1707570649
416,kill devil hills,36.0307,-75.676,52.99,92,0,8.05,US,1707570762
417,nema,57.5067,50.5011,1.99,98,40,5.14,RU,1707570615
418,son la,21.3167,103.9,51.53,78,35,1.1,VN,1707570807
419,glendive,47.1053,-104.7125,22.62,86,100,5.75,US,1707570807
420,pangody,65.85,74.4859,3.99,95,100,15.43,RU,1707570587
421,taoudenni,22.6783,-3.9836,86.47,5,100,10.04,ML,1707570807
422,marka,1.7159,44.7717,84.72,65,86,25.26,SO,1707570807
423,kapoeta,4.7717,33.5903,98.1,22,90,14.05,SS,1707570807
424,pangai,-19.8,-174.35,82.11,77,100,2.48,TO,1707570807
425,magadan,59.5667,150.8,-19.05,80,98,6.38,RU,1707570807
426,dolores,-36.3132,-57.6792,71.91,99,100,5.32,AR,1707570807
427,hami,42.8,93.45,32.41,57,8,4.74,CN,1707570580
428,gobabis,-22.45,18.9667,96.4,16,21,5.44,NA,1707570808
429,airuk,7.2772,168.8203,81.03,76,100,22.41,MH,1707570808
430,tauranga,-37.6861,176.1667,62.85,80,100,3.0,NZ,1707570808
431,galappo,-4.2667,35.85,84.24,41,3,5.97,TZ,1707570729
432,oriximina,-1.7656,-55.8661,86.34,59,100,6.17,BR,1707570808
433,newman,37.3138,-121.0208,42.78,87,11,7.38,US,1707570808
434,brookings,44.3114,-96.7984,28.4,74,100,10.36,US,1707570641
435,ilebo,-4.3167,20.5833,78.13,84,100,1.01,CD,1707570809
436,cedeira,43.6797,-8.0209,52.83,80,81,27.25,ES,1707570809
437,masterton,-40.9597,175.6575,57.88,87,60,9.82,NZ,1707570608
438,alofi,-19.0595,-169.9187,81.55,83,93,15.64,NU,1707570615
439,bengkulu,-3.8004,102.2655,77.27,88,100,2.89,ID,1707570809
440,kirakira,-10.4544,161.9205,82.08,81,100,25.05,SB,1707570809
441,fayroz koh,34.5195,65.2509,33.28,54,96,4.83,AF,1707570809
442,nagqu,31.5,92.0,12.15,44,7,6.76,CN,1707570641
443,katsuura,35.1333,140.3,53.62,78,8,4.92,JP,1707570611
444,palmer,42.1584,-72.3287,41.47,93,100,0.0,US,1707570469
445,dalandzadgad,43.5708,104.425,18.82,50,34,6.15,MN,1707570810
446,tual,-5.6667,132.75,82.8,83,77,10.78,ID,1707570618
447,gisborne,-38.6533,178.0042,64.33,89,100,3.89,NZ,1707570620
448,shubarkuduk,49.1447,56.4872,14.5,94,100,5.1,KZ,1707570810
449,touros,-5.1989,-35.4608,85.46,68,94,15.26,BR,1707570565
450,shajiang,26.7825,119.9669,47.62,83,100,2.01,CN,1707570810
451,bamboo flat,11.7,92.7167,80.69,78,40,4.61,IN,1707570810
452,kerikeri,-35.2268,173.9474,63.91,86,5,11.01,NZ,1707570811
453,t'ongch'on-up,38.9539,127.8917,32.68,65,0,7.14,KP,1707570811
454,rawson,-43.3002,-65.1023,71.55,56,100,19.22,AR,1707570644
455,weiser,44.251,-116.9693,34.0,82,6,4.94,US,1707570811
456,yaren,-0.5472,166.916,83.77,71,100,12.01,NR,1707570583
457,astoria,46.1879,-123.8313,42.93,93,75,14.0,US,1707570811
458,merizo village,13.2658,144.6691,79.36,84,100,21.56,GU,1707570811
459,whitehorse,60.7161,-135.0538,21.31,85,53,13.0,CA,1707570440
460,dapchi,12.4904,11.4944,90.54,7,99,3.8,NG,1707570811
461,alaghsas,17.0187,8.0168,85.44,6,77,4.7,NE,1707570811
462,anenii noi,46.8789,29.2247,58.1,48,93,5.37,MD,1707570811
463,pemangkat,1.1667,108.9667,77.99,90,100,11.56,ID,1707570812
464,amos,48.5669,-78.1162,31.95,97,96,8.34,CA,1707570812
465,gizo,-8.103,156.8419,82.04,82,100,13.35,SB,1707570812
466,jawf al maqbabah,13.8378,45.8349,77.94,49,47,14.23,YE,1707570812
467,sandakan,5.8402,118.1179,76.39,91,40,6.73,MY,1707570812
468,naze,28.3667,129.4833,54.14,59,8,14.18,JP,1707570633
469,oranjemund,-28.55,16.4333,72.64,62,0,24.45,NA,1707570812
470,lata,40.1629,-8.3327,55.08,81,50,13.13,PT,1707570812
471,lebedyn,50.5852,34.4849,31.06,96,100,13.98,UA,1707570812
472,guacimo,10.2104,-83.6807,71.04,93,99,2.86,CR,1707570813
473,manokwari,-0.8667,134.0833,79.48,83,46,5.39,ID,1707570813
474,sola,-13.8833,167.55,82.54,78,100,21.36,VU,1707570611
475,leh,34.1667,77.5833,9.16,54,1,1.34,IN,1707570813
476,manta,-0.95,-80.7333,80.38,83,75,15.01,EC,1707570627
477,chukhloma,58.7525,42.6825,9.09,94,100,1.99,RU,1707570813
478,fortuna,40.5982,-124.1573,43.14,97,100,8.05,US,1707570813
479,saint-joseph,-21.3667,55.6167,79.18,79,100,12.82,RE,1707570813
480,piton saint-leu,-21.2196,55.3151,77.11,83,100,3.44,RE,1707570587
481,egersund,58.4513,5.9997,29.08,82,100,35.16,NO,1707570760
482,balikpapan,-1.2675,116.8289,77.99,94,40,3.44,ID,1707570813
483,presque isle,46.6811,-68.0159,34.23,94,100,9.22,US,1707570814
484,itoman,26.1247,127.6694,59.4,55,20,18.41,JP,1707570814
485,selfoss,63.9331,-20.9971,25.05,78,100,9.57,IS,1707570588
486,hun,29.1268,15.9477,77.54,11,100,17.94,LY,1707570814
487,talodi,10.6325,30.3797,100.49,10,0,4.94,SD,1707570814
488,patnanungan,14.7833,122.1833,79.03,76,27,22.64,PH,1707570814
489,carthage,36.8611,10.3316,65.73,52,40,8.05,TN,1707570593
490,eyl,7.9803,49.8164,82.33,62,6,19.64,SO,1707570597
491,huron,41.1501,-82.5499,54.68,89,100,10.98,US,1707570558
492,richfield,44.8833,-93.283,27.36,75,75,17.27,US,1707570815
493,tanout,14.9709,8.8879,85.62,6,0,5.3,NE,1707570815
494,puerto deseado,-47.7503,-65.8938,68.23,48,100,24.09,AR,1707570595
495,hiratacho,35.4333,132.8167,43.14,59,100,10.63,JP,1707570815
496,champerico,14.3,-91.9167,72.14,75,89,5.93,GT,1707570815
497,calvi,42.5,8.8333,50.63,88,75,2.3,FR,1707570815
498,georgetown,5.4112,100.3354,85.95,64,20,4.61,MY,1707570295
499,kapit,2.0167,112.9333,75.78,97,100,1.28,MY,1707570815
500,el granada,37.5027,-122.4694,50.99,88,0,4.61,US,1707570816
501,pekanbaru,0.5333,101.45,84.52,70,87,0.0,ID,1707570816
502,bosaso,11.2842,49.1816,81.05,72,100,15.23,SO,1707570816
503,sitges,41.2351,1.8119,58.37,55,100,8.99,ES,1707570816
504,los frentones,-26.4077,-61.4137,88.56,59,75,4.68,AR,1707570816
505,myskhako,44.6714,37.7433,56.98,81,22,10.69,RU,1707570816
506,chibougamau,49.9168,-74.3659,31.93,98,100,8.84,CA,1707570645
507,qashar,53.3906,62.9297,1.18,94,5,7.74,KZ,1707570816
508,nizhnesortymskiy,62.4397,71.7603,1.09,93,100,17.9,RU,1707570817
509,mahina,-17.5065,-149.489,78.57,94,75,9.22,PF,1707570576
510,le port,-20.9373,55.2919,80.6,78,100,7.2,RE,1707570817
511,nantucket,41.2835,-70.0995,42.94,100,0,9.22,US,1707570648
512,xai-xai,-25.0519,33.6442,85.41,69,16,19.24,MZ,1707570817
513,pindushi,62.9152,34.58,3.11,100,100,3.15,RU,1707570817
514,sarmiento,-45.5882,-69.07,70.12,36,100,1.39,AR,1707570817
515,howrah,22.5892,88.3103,71.6,43,0,4.61,IN,1707570639
516,nizhnevartovsk,60.9344,76.5531,8.62,85,75,11.01,RU,1707570817
517,lompoc,34.6391,-120.4579,45.79,80,0,8.05,US,1707570539
518,zayed city,24.3768,54.589,71.74,53,0,9.22,AE,1707570817
519,nemuro,43.3236,145.575,26.98,84,100,8.72,JP,1707570597
520,izhmorskiy,56.194,86.6414,19.76,82,94,17.98,RU,1707570818
521,vila franca do campo,37.7167,-25.4333,64.89,99,100,15.64,PT,1707570818
522,kankan,10.3854,-9.3057,99.95,8,82,3.4,GN,1707570818
523,ighram,36.463,4.5053,57.58,64,100,12.68,DZ,1707570818
524,terrace,54.5163,-128.6035,28.31,93,100,2.3,CA,1707570608
525,santana,-0.0583,-51.1817,89.78,66,40,10.36,BR,1707570818
526,ziro,27.6333,93.8333,48.94,63,27,0.6,IN,1707570586
527,box elder,41.5005,-112.8764,31.26,74,6,6.91,US,1707570819
528,lake havasu city,34.4839,-114.3224,47.23,87,0,1.01,US,1707570819
529,khandyga,62.6667,135.6,-48.78,100,76,2.3,RU,1707570819
530,gounou gaya,9.6294,15.5132,97.75,9,9,7.23,TD,1707570819
531,taitung city,22.7583,121.1444,61.07,72,75,9.22,TW,1707570819
532,el chorrillo,-33.2909,-66.268,74.1,60,0,3.53,AR,1707570819
533,kavaratti,10.5669,72.642,82.99,69,15,6.02,IN,1707570819
534,ambovombe,-25.1667,46.0833,81.9,74,100,12.17,MG,1707570819
535,nova friburgo,-22.2819,-42.5311,76.6,60,5,2.62,BR,1707570820
536,taro,-8.3862,115.28,73.4,97,100,2.86,ID,1707570820
537,saacow,1.6279,42.4407,101.64,23,10,16.28,SO,1707570820
538,barcelos,41.5388,-8.6151,55.54,69,22,17.74,PT,1707570666
539,sandnessjoen,66.0217,12.6316,23.41,74,0,2.3,NO,1707570596
540,mahibadhoo,3.7833,72.9667,82.06,80,61,18.21,MV,1707570637
541,verkhniy baskunchak,48.2256,46.7217,29.75,98,100,9.8,RU,1707570820
542,byron bay,-28.65,153.6167,72.72,84,98,12.26,AU,1707570570
543,chandbali,20.7833,86.7667,69.06,39,0,7.81,IN,1707570820
544,selkirk,50.1436,-96.8845,16.18,90,27,4.43,CA,1707570545
545,tongliao,43.6125,122.2653,12.85,85,99,8.79,CN,1707570821
546,sylva,58.0348,56.7635,2.57,96,100,6.82,RU,1707570821
547,butterworth,5.3991,100.3638,84.24,74,20,2.3,MY,1707570821
548,ganye,8.4333,12.0667,97.54,11,10,6.29,NG,1707570821
549,uzgen,40.7699,73.3007,50.29,43,100,2.33,KG,1707570821
550,sabzevar,36.2126,57.6819,58.5,30,100,4.81,IR,1707570821
551,tidjikja,18.5564,-11.4271,88.02,5,16,10.02,MR,1707570632
